,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel
7010,TRBV24-1,A0A075B6N3,Plasma membrane,1,0,0,0
7011,TRBV25-1,A0A075B6N4,Plasma membrane,1,0,0,0
7012,TRBV27,A0A0K0K1C4,Plasma membrane,1,0,0,0
7013,TRBV28,A0A5B6,Plasma membrane,1,0,0,0
7014,TRBV29-1,A0A5B7,Plasma membrane,1,0,0,0
7016,TRBV30,A0A0K0K1B3,Plasma membrane,1,0,0,0
7015,TRBV3-1,A0A576,Plasma membrane,1,0,0,0
7017,TRBV4-1,A0A577,Plasma membrane,1,0,0,0
7018,TRBV4-2,A0A539,Plasma membrane,1,0,0,0
7019,TRBV4-3,A0A589,Plasma membrane,1,0,0,0
7020,TRBV5-1,A0A578,Plasma membrane,1,0,0,0
7021,TRBV5-4,A0A0C4DH59,Plasma membrane,1,0,0,0
7022,TRBV5-5,A0A597,Plasma membrane,1,0,0,0
7023,TRBV5-6,A0A599,Plasma membrane,1,0,0,0
7024,TRBV5-8,A0A5A2,Plasma membrane,1,0,0,0
7025,TRBV6-1,A0A0K0K1D8,Plasma membrane,1,0,0,0
7026,TRBV6-2,A0A0J9YXY3,Plasma membrane,1,0,0,0
7027,TRBV6-3,P0DPF7,Plasma membrane,1,0,0,0
7028,TRBV6-4,A0A1B0GX49,Plasma membrane,1,0,0,0
7029,TRBV6-5,A0A0K0K1A5,Plasma membrane,1,0,0,0
7030,TRBV6-6,A0A0A6YYG2,Plasma membrane,1,0,0,0
7031,TRBV6-8,A0A0A6YYG3,Plasma membrane,1,0,0,0
7032,TRBV6-9,A0A0J9YX75,Plasma membrane,1,0,0,0
7033,TRBV7-2,A0A1B0GXF2,Plasma membrane,1,0,0,0
7034,TRBV7-4,A0A1B0GX95,Plasma membrane,1,0,0,0
7035,TRBV7-6,A0A1B0GX31,Plasma membrane,1,0,0,0
7036,TRBV7-7,A0A0K0K1E9,Plasma membrane,1,0,0,0
7037,TRBV7-8,A0A1B0GX51,Plasma membrane,1,0,0,0
7038,TRBV7-9,P04435,Plasma membrane,1,0,0,0
7039,TRBV9,A0A0B4J1U6,Plasma membrane,1,0,0,0
7040,TRDC,B7Z8K6,Plasma membrane,1,0,0,0
7041,TRDD1,P0DPR3,Plasma membrane,1,0,0,0
7042,TRDJ1,A0A075B706,Plasma membrane,1,0,0,0
7043,TRDMT1,O14717,Cytoplasm,1,0,0,0
7044,TRDV1,A0A1B0GX56,Plasma membrane,1,0,0,0
7045,TRDV2,A0JD36,Plasma membrane,1,0,0,0
7046,TRDV3,A0JD37,Plasma membrane,1,0,0,0
7047,TREH,O43280,Plasma membrane,1,0,0,0
7048,TREML2,Q5T2D2,Plasma membrane,1,0,0,0
7049,TRERF1,Q96PN7,Nucleus,1,0,0,0
9299,TREX1,Q9NSU2,ER,0,0,0,1
7050,TREX2,Q9BQ50,Nucleus,1,0,0,0
7051,TRGC1,P0CF51,Plasma membrane,1,0,0,0
7052,TRGC2,P03986,Plasma membrane,1,0,0,0
7053,TRGJ1,A0A075B6S0,Plasma membrane,1,0,0,0
7054,TRGV2,A0A075B6R0,Plasma membrane,1,0,0,0
7055,TRGV3,P03979,Plasma membrane,1,0,0,0
7056,TRGV4,A0A0C4DH28,Plasma membrane,1,0,0,0
7057,TRGV5,A0A0B4J1U4,Plasma membrane,1,0,0,0
7058,TRGV8,A0A0C4DH27,Plasma membrane,1,0,0,0
7059,TRGV9,Q99603,Plasma membrane,1,0,0,0
7060,TRHR,P34981,Plasma membrane,1,0,0,0
9579,TRIAP1,O43715,Mitochondria,0,0,0,1
7061,TRIB3,Q96RU7,Nucleus,1,0,0,0
7062,TRIM10,Q9UDY6,Cytoplasm,1,0,0,0
7063,TRIM13,O60858,ER,1,0,0,0
7064,TRIM14,Q14142,Mitochondria,1,0,0,0
7065,TRIM16,O95361,Cytoplasm,1,0,0,0
7066,TRIM16L,Q309B1,Cytoplasm,1,0,0,0
7067,TRIM2,Q9C040,Cytoplasm,1,0,0,0
9781,TRIM23,P36406,Plasma membrane,0,0,0,1
10444,TRIM25,Q14258,Large Protein Complex,0,0,0,1
10445,TRIM26,Q12899,Large Protein Complex,0,0,0,1
10781,TRIM27,P14373,Large Protein Complex,0,0,0,1
7068,TRIM28,Q13263,Nucleus,1,0,0,0
10446,TRIM29,Q14134,Large Protein Complex,0,0,0,1
10447,TRIM3,O75382,Large Protein Complex,0,0,0,1
11040,TRIM32,Q13049,Large Protein Complex,0,0,0,1
7069,TRIM33,Q9UPN9,Nucleus,1,0,0,0
7070,TRIM34,Q9BYJ4,Cytoplasm,1,0,0,0
7071,TRIM4,Q9C037,Cytoplasm,1,0,0,0
9524,TRIM47,Q96LD4,Golgi,0,0,0,1
7072,TRIM50,Q86XT4,Cytoplasm,1,0,0,0
7073,TRIM56,Q9BRZ2,Cytoplasm,1,0,0,0
7074,TRIM59,Q8IWR1,ER,1,0,0,0
7075,TRIM6,Q9C030,Cytoplasm,1,0,0,0
7076,TRIM62,Q9BVG3,Cytoplasm,1,0,0,0
7077,TRIM66,O15016,Nucleus,1,0,0,0
10448,TRIO,O75962,Large Protein Complex,0,0,0,1
9500,TRIOBP,Q9H2D6,Golgi,0,0,0,1
10449,TRIP10,Q15642-2,Large Protein Complex,0,0,0,1
8355,TRIP11,Q15643,Golgi,0,1,0,0
7078,TRIP12,Q14669,Nucleus,1,0,0,0
11190,TRIP12,Q14669-3,Large Protein Complex,0,0,0,1
11041,TRIP13,Q15645,Large Protein Complex,0,0,0,1
10450,TRIP4,Q15650,Large Protein Complex,0,0,0,1
11191,TRIP6,Q15654,Large Protein Complex,0,0,0,1
7079,TRIQK,Q629K1,ER,1,0,0,0
8994,TRIT1,Q9H3H1,Mitochondria,0,1,0,0
8338,TRMT1,Q9NXH9,Golgi,0,1,0,0
7080,TRMT10A,Q8TBZ6,Nucleus,1,0,0,0
7081,TRMT10C,Q7L0Y3,Mitochondria,1,0,0,0
8995,TRMT11,Q7Z4G4,Mitochondria,0,1,0,0
10451,TRMT112,Q9UI30,Large Protein Complex,0,0,0,1
10782,TRMT1L,Q7Z2T5,Large Protein Complex,0,0,0,1
10452,TRMT2A,Q8IZ69,Large Protein Complex,0,0,0,1
8996,TRMT2B,Q96GJ1,Mitochondria,0,1,0,0
7082,TRMT44,Q8IYL2,Cytoplasm,1,0,0,0
9580,TRMT5,Q32P41,Mitochondria,0,0,0,1
7083,TRMT6,Q9UJA5,Nucleus,1,0,0,0
7084,TRMT61A,Q96FX7,Nucleus,1,0,0,0
7085,TRMT61B,Q9BVS5,Mitochondria,1,0,0,0
7086,TRMU,O75648,Mitochondria,1,0,0,0
7087,TRNP1,Q6NT89,Nucleus,1,0,0,0
7088,TRNT1,Q96Q11,Mitochondria,1,0,0,0
7089,TROAP,Q12815,Cytoplasm,1,0,0,0
11042,TROVE2,P10155,Large Protein Complex,0,0,0,1
7090,TRPA1,O75762,Plasma membrane,1,0,0,0
7091,TRPC4,Q9UBN4,Plasma membrane,1,0,0,0
7092,TRPC5,Q9UL62,Plasma membrane,1,0,0,0
7093,TRPC6,Q9Y210,Plasma membrane,1,0,0,0
7094,TRPM1,Q7Z4N2,Plasma membrane,1,0,0,0
7095,TRPM5,Q9NZQ8,Plasma membrane,1,0,0,0
7096,TRPM6,Q9BX84,Plasma membrane,1,0,0,0
9379,TRPM7,Q96QT4,ER,0,0,0,1
7097,TRPS1,Q9UHF7,Nucleus,1,0,0,0
7098,TRPV1,Q8NER1,Plasma membrane,1,0,0,0
7099,TRPV5,Q9NQA5,Plasma membrane,1,0,0,0
7100,TRPV6,Q9H1D0,Plasma membrane,1,0,0,0
7101,TRRAP,Q9Y4A5,Nucleus,1,0,0,0
11043,TRUB1,Q8WWH5,Large Protein Complex,0,0,0,1
7102,TRUB2,O95900,Mitochondria,1,0,0,0
7103,TSC22D4,Q9Y3Q8,Nucleus,1,0,0,0
7104,TSEN15,Q8WW01,Nucleus,1,0,0,0
7105,TSEN2,Q8NCE0,Nucleus,1,0,0,0
7106,TSEN34,Q9BSV6,Nucleus,1,0,0,0
7107,TSEN54,Q7Z6J9,Nucleus,1,0,0,0
7108,TSFM,P43897,Mitochondria,1,0,0,0
10453,TSG101,Q99816,Large Protein Complex,0,0,0,1
7109,TSHR,P16473,Plasma membrane,1,0,0,0
7110,TSHZ1,Q6ZSZ6,Nucleus,1,0,0,0
7111,TSHZ2,Q9NRE2,Nucleus,1,0,0,0
7112,TSHZ3,Q63HK5,Nucleus,1,0,0,0
9120,TSKU,Q8WUA8,Endosome,0,0,1,0
10454,TSN,Q15631,Large Protein Complex,0,0,0,1
10455,TSNAX,Q99598,Large Protein Complex,0,0,0,1
7113,TSPAN1,O60635,Lysosome,1,0,0,0
7114,TSPAN12,O95859,Plasma membrane,1,0,0,0
9427,TSPAN13,O95857,Ergic/cisGolgi,0,0,0,1
7115,TSPAN14,Q8NG11,Plasma membrane,1,0,0,0
9530,TSPAN3,O60637,Lysosome,0,0,0,1
9452,TSPAN31,Q12999,Ergic/cisGolgi,0,0,0,1
8722,TSPAN4,O14817,Plasma membrane,0,1,0,0
7116,TSPAN5,P62079,Plasma membrane,1,0,0,0
9743,TSPAN9,O75954,Plasma membrane,0,0,0,1
7117,TSPO,P30536,Mitochondria,1,0,0,0
7118,TSPO,B1AH88,Mitochondria,1,0,0,0
7119,TSPO2,Q5TGU0,ER,1,0,0,0
7120,TSPYL1,Q9H0U9,Nucleus,1,0,0,0
7121,TSR1,Q2NL82,Nucleus,1,0,0,0
10456,TSR3,Q9UJK0,Large Protein Complex,0,0,0,1
7122,TST,Q16762,Mitochondria,1,0,0,0
7123,TTBK1,Q5TCY1,Cytoplasm,1,0,0,0
9701,TTC1,Q99614,Plasma membrane,0,0,0,1
8231,TTC13,Q8NBP0,ER-Lumen,0,1,0,0
8232,TTC17,Q96AE7,ER-Lumen,0,1,0,0
7124,TTC19,Q6DKK2,Mitochondria,1,0,0,0
11044,TTC21B,Q7Z4L5,Large Protein Complex,0,0,0,1
11345,TTC27,Q6P3X3,Large Protein Complex,0,0,0,1
9444,TTC3,P53804,Ergic/cisGolgi,0,0,0,1
11045,TTC37,Q6PGP7,Large Protein Complex,0,0,0,1
10783,TTC39C,Q8N584,Large Protein Complex,0,0,0,1
9266,TTC4,O95801,Endosome,0,0,0,1
7125,TTC41P,Q6P2S7,Cytoplasm,1,0,0,0
9267,TTC5,Q8N0Z6,Endosome,0,0,0,1
10784,TTC7A,Q9ULT0,Large Protein Complex,0,0,0,1
7126,TTF1,Q15361,Nucleus,1,0,0,0
11046,TTF2,Q9UNY4,Large Protein Complex,0,0,0,1
7127,TTI1,O43156,Cytoplasm,1,0,0,0
10457,TTI2,Q6NXR4,Large Protein Complex,0,0,0,1
10458,TTK,P33981,Large Protein Complex,0,0,0,1
11047,TTLL12,Q14166,Large Protein Complex,0,0,0,1
7128,TTMP,Q5BVD1,ER,1,0,0,0
7129,TTPA,P49638,Cytoplasm,1,0,0,0
7130,TTYH1,Q9H313,Plasma membrane,1,0,0,0
7131,TTYH2,Q9BSA4,Plasma membrane,1,0,0,0
7132,TTYH3,Q9C0H2,Plasma membrane,1,0,0,0
10785,TUBA1B,P68363,Large Protein Complex,0,0,0,1
10786,TUBA1C,Q9BQE3,Large Protein Complex,0,0,0,1
10787,TUBA4A,P68366,Large Protein Complex,0,0,0,1
10788,TUBB,P07437,Large Protein Complex,0,0,0,1
10789,TUBB2B,Q9BVA1,Large Protein Complex,0,0,0,1
8997,TUBB3,Q13509,Mitochondria,0,1,0,0
10790,TUBB4B,P68371,Large Protein Complex,0,0,0,1
10791,TUBB6,Q9BUF5,Large Protein Complex,0,0,0,1
10792,TUBB8,Q3ZCM7,Large Protein Complex,0,0,0,1
10459,TUBG1,P23258,Large Protein Complex,0,0,0,1
10460,TUBGCP2,Q9BSJ2,Large Protein Complex,0,0,0,1
10461,TUBGCP3,Q96CW5,Large Protein Complex,0,0,0,1
10462,TUBGCP4,Q9UGJ1,Large Protein Complex,0,0,0,1
10463,TUBGCP5,Q96RT8,Large Protein Complex,0,0,0,1
10464,TUBGCP6,Q96RT7,Large Protein Complex,0,0,0,1
7133,TUFM,P49411,Mitochondria,1,0,0,0
7134,TULP4,Q9NRJ4,Cytoplasm,1,0,0,0
7135,TUSC3,Q13454,ER,1,0,0,0
7136,TUT1,Q9H6E5,Nucleus,1,0,0,0
9445,TVP23B,Q9NYZ1,Ergic/cisGolgi,0,0,0,1
9129,TVP23C,Q96ET8,Endosome,0,0,1,0
10793,TWF1,Q12792,Large Protein Complex,0,0,0,1
9485,TWF2,Q6IBS0,Golgi,0,0,0,1
7137,TWIST1,Q15672,Nucleus,1,0,0,0
7138,TWISTNB,Q3B726,Nucleus,1,0,0,0
7139,TWNK,Q96RR1,Mitochondria,1,0,0,0
10465,TXLNA,P40222,Large Protein Complex,0,0,0,1
10466,TXLNG,Q9NUQ3,Large Protein Complex,0,0,0,1
10794,TXN,P10599,Large Protein Complex,0,0,0,1
7140,TXN2,Q99757,Mitochondria,1,0,0,0
7141,TXNDC11,Q6PKC3,ER,1,0,0,0
9380,TXNDC11,Q6PKC3-2,ER,0,0,0,1
7142,TXNDC12,O95881,ER,1,0,0,0
7143,TXNDC15,Q96J42,Plasma membrane,1,0,0,0
7144,TXNDC17,Q9BRA2,Cytoplasm,1,0,0,0
7145,TXNDC2,Q86VQ3,Cytoplasm,1,0,0,0
7146,TXNDC5,Q8NBS9,ER,1,0,0,0
10467,TXNDC9,O14530,Large Protein Complex,0,0,0,1
7147,TXNIP,Q9H3M7,Cytoplasm,1,0,0,0
11048,TXNL1,O43396,Large Protein Complex,0,0,0,1
7148,TXNL4A,P83876,Nucleus,1,0,0,0
7149,TXNL4B,Q9NX01,Nucleus,1,0,0,0
8998,TXNRD1,Q16881,Mitochondria,0,1,0,0
7150,TXNRD2,Q9NNW7,Mitochondria,1,0,0,0
9702,TYK2,P29597,Plasma membrane,0,0,0,1
11346,TYMP,P19971,Large Protein Complex,0,0,0,1
11049,TYMS,P04818,Large Protein Complex,0,0,0,1
7151,TYRO3,Q06418,Plasma membrane,1,0,0,0
7152,TYROBP,O43914,Plasma membrane,1,0,0,0
7153,TYSND1,Q2T9J0,Peroxisome,1,0,0,0
8325,TYW1,Q9NV66,ER-Membrane,0,1,0,0
7154,U2AF1,Q01081,Nucleus,1,0,0,0
10468,U2AF1,Q01081-2,Large Protein Complex,0,0,0,1
7155,U2AF2,P26368,Nucleus,1,0,0,0
7156,U2SURP,O15042,Nucleus,1,0,0,0
11050,UACA,Q9BZF9,Large Protein Complex,0,0,0,1
11192,UAP1,Q16222,Large Protein Complex,0,0,0,1
11193,UBA1,P22314,Large Protein Complex,0,0,0,1
10795,UBA5,Q9GZZ9,Large Protein Complex,0,0,0,1
11347,UBA6,A0AVT1,Large Protein Complex,0,0,0,1
7157,UBAC1,Q9BSL1,Cytoplasm,1,0,0,0
7158,UBAC2,Q8NBM4,ER,1,0,0,0
10469,UBAP2,Q5T6F2,Large Protein Complex,0,0,0,1
10796,UBAP2L,Q14157-5,Large Protein Complex,0,0,0,1
11348,UBE2C,O00762,Large Protein Complex,0,0,0,1
7159,UBE2D1,P51668,Cytoplasm,1,0,0,0
11194,UBE2D3,P61077,Large Protein Complex,0,0,0,1
7160,UBE2E1,P51965,Nucleus,1,0,0,0
8326,UBE2G2,P60604,ER-Membrane,0,1,0,0
11051,UBE2I,P63279,Large Protein Complex,0,0,0,1
7161,UBE2J1,Q9Y385,ER,1,0,0,0
7162,UBE2J2,Q8N2K1,ER,1,0,0,0
7163,UBE2K,P61086,Cytoplasm,1,0,0,0
10797,UBE2L3,P68036-3,Large Protein Complex,0,0,0,1
10470,UBE2M,P61081,Large Protein Complex,0,0,0,1
10471,UBE2N,P61088,Large Protein Complex,0,0,0,1
11052,UBE2O,Q9C0C9,Large Protein Complex,0,0,0,1
11349,UBE2Q1,Q7Z7E8,Large Protein Complex,0,0,0,1
7164,UBE2Q2,Q8WVN8,Cytoplasm,1,0,0,0
7165,UBE2QL1,A1L167,Nucleus,1,0,0,0
10472,UBE2S,Q16763,Large Protein Complex,0,0,0,1
7166,UBE2T,Q9NPD8,Nucleus,1,0,0,0
7167,UBE2V1,Q13404,Nucleus,1,0,0,0
10473,UBE2V2,Q15819,Large Protein Complex,0,0,0,1
7168,UBE2W,Q96B02,Nucleus,1,0,0,0
7169,UBE3C,Q15386,Nucleus,1,0,0,0
7170,UBE3D,Q7Z6J8,Cytoplasm,1,0,0,0
7171,UBE4A,Q14139,Cytoplasm,1,0,0,0
10474,UBFD1,O14562,Large Protein Complex,0,0,0,1
8356,UBIAD1,Q9Y5Z9,Golgi,0,1,0,0
7172,UBL3,O95164,Plasma membrane,1,0,0,0
11053,UBL4A,P11441,Large Protein Complex,0,0,0,1
7173,UBL4B,Q8N7F7,Cytoplasm,1,0,0,0
7174,UBL5,Q9BZL1,Cytoplasm,1,0,0,0
7175,UBLCP1,Q8WVY7,Nucleus,1,0,0,0
7176,UBN1,Q9NPG3,Nucleus,1,0,0,0
8536,UBN2,Q6ZU65,Nucleus,0,1,0,0
7177,UBOX5,O94941,Nucleus,1,0,0,0
7178,UBP1,Q9NZI7,Nucleus,1,0,0,0
10798,UBQLN1,Q9UMX0,Large Protein Complex,0,0,0,1
11054,UBQLN2,Q9UHD9,Large Protein Complex,0,0,0,1
11195,UBQLN4,Q9NRR5,Large Protein Complex,0,0,0,1
7179,UBR1,Q8IWV7,Cytoplasm,1,0,0,0
7180,UBR2,Q8IWV8,Nucleus,1,0,0,0
10475,UBR4,Q5T4S7-2,Large Protein Complex,0,0,0,1
7181,UBR5,O95071,Nucleus,1,0,0,0
7182,UBTD2,Q8WUN7,Cytoplasm,1,0,0,0
7183,UBTF,P17480,Nucleus,1,0,0,0
7184,UBTFL6,P0CB48,Nucleus,1,0,0,0
7185,UBXN1,Q04323,Cytoplasm,1,0,0,0
8327,UBXN4,Q92575,ER-Membrane,0,1,0,0
7186,UBXN7,O94888,Nucleus,1,0,0,0
7187,UBXN8,O00124,ER,1,0,0,0
9381,UBXN8,O00124-3,ER,0,0,0,1
7188,UCHL3,P15374,Cytoplasm,1,0,0,0
10476,UCHL5,Q9Y5K5-2,Large Protein Complex,0,0,0,1
11196,UCK2,Q9BZX2,Large Protein Complex,0,0,0,1
7189,UCP1,P25874,Mitochondria,1,0,0,0
7190,UCP2,P55851,Mitochondria,1,0,0,0
7191,UCP3,P55916,Mitochondria,1,0,0,0
9782,UFC1,Q9Y3C8,Plasma membrane,0,0,0,1
11055,UFD1L,Q92890,Large Protein Complex,0,0,0,1
8233,UFL1,O94874,ER-Lumen,0,1,0,0
9352,UFM1,P61960,ER,0,0,0,1
8328,UFSP2,Q9NUQ7,ER-Membrane,0,1,0,0
7192,UGCG,Q16739,Golgi,1,0,0,0
11056,UGDH,O60701,Large Protein Complex,0,0,0,1
7193,UGGT1,Q9NYU2,Ergic/cisGolgi,1,0,0,0
7194,UGGT2,Q9NYU1,Ergic/cisGolgi,1,0,0,0
7195,UGP2,Q16851,Cytoplasm,1,0,0,0
7196,UGT1A1,P22309,ER,1,0,0,0
7197,UGT1A10,Q9HAW8,ER,1,0,0,0
7198,UGT1A3,P35503,ER,1,0,0,0
7199,UGT1A4,P22310,ER,1,0,0,0
7200,UGT1A5,P35504,ER,1,0,0,0
7201,UGT1A6,P19224,ER,1,0,0,0
7202,UGT1A7,Q9HAW7,ER,1,0,0,0
7203,UGT1A8,Q9HAW9,ER,1,0,0,0
7204,UGT1A9,O60656,ER,1,0,0,0
7205,UGT2B10,P36537,ER,1,0,0,0
7206,UGT2B11,O75310,ER,1,0,0,0
7207,UGT2B15,P54855,ER,1,0,0,0
7208,UGT2B17,O75795,ER,1,0,0,0
7209,UGT2B28,Q9BY64,ER,1,0,0,0
7210,UGT2B4,P06133,ER,1,0,0,0
7211,UGT2B7,P16662,ER,1,0,0,0
8329,UGT8,Q16880,ER-Membrane,0,1,0,0
7212,UHMK1,Q8TAS1,Nucleus,1,0,0,0
7213,UHRF1,Q96T88,Nucleus,1,0,0,0
10477,UHRF1BP1,Q6BDS2,Large Protein Complex,0,0,0,1
7214,UHRF2,Q96PU4,Nucleus,1,0,0,0
7215,UIMC1,Q96RL1,Nucleus,1,0,0,0
9783,ULBP2,Q9BZM5,Plasma membrane,0,0,0,1
7216,ULBP3,Q9BZM4,Plasma membrane,1,0,0,0
9486,UMPS,P11172,Golgi,0,0,0,1
11350,UNC119B,A6NIH7,Large Protein Complex,0,0,0,1
10478,UNC45A,Q9H3U1-2,Large Protein Complex,0,0,0,1
7217,UNC45B,Q8IWX7,Cytoplasm,1,0,0,0
9744,UNC50,Q53HI1,Plasma membrane,0,0,0,1
7218,UNC5A,Q6ZN44,Plasma membrane,1,0,0,0
7219,UNC5B,Q8IZJ1,Plasma membrane,1,0,0,0
7220,UNC5C,O95185,Plasma membrane,1,0,0,0
7221,UNC5D,Q6UXZ4,Plasma membrane,1,0,0,0
7222,UNC93A,Q86WB7,Plasma membrane,1,0,0,0
9408,UNC93B1,Q9H1C4,ER,0,0,0,1
10479,Uncharacterized protein FLJ45252,Q6ZSR9,Large Protein Complex,0,0,0,1
7223,UNCX,A6NJT0,Nucleus,1,0,0,0
8999,UNG,P13051,Mitochondria,0,1,0,0
7224,UNK,Q9C0B0,Cytoplasm,1,0,0,0
7225,UPB1,Q9UBR1,Cytoplasm,1,0,0,0
11057,UPF1,Q92900,Large Protein Complex,0,0,0,1
10480,UPF2,Q9HAU5,Large Protein Complex,0,0,0,1
11197,UPF3A,Q9H1J1,Large Protein Complex,0,0,0,1
10481,UPF3B,Q9BZI7,Large Protein Complex,0,0,0,1
7226,UPK3A,O75631,ER,1,0,0,0
10482,UPP1,Q16831,Large Protein Complex,0,0,0,1
7227,UQCC1,Q9NVA1,Mitochondria,1,0,0,0
7228,UQCC2,Q9BRT2,Mitochondria,1,0,0,0
7229,UQCC3,Q6UW78,Mitochondria,1,0,0,0
7230,UQCR10,Q9UDW1,Mitochondria,1,0,0,0
7231,UQCR11,O14957,Mitochondria,1,0,0,0
7232,UQCRB,P14927,Mitochondria,1,0,0,0
7233,UQCRC1,P31930,Mitochondria,1,0,0,0
7234,UQCRC2,P22695,Mitochondria,1,0,0,0
7235,UQCRFS1,P47985,Mitochondria,1,0,0,0
7236,UQCRH,P07919,Mitochondria,1,0,0,0
7237,UQCRHL,A0A096LP55,Mitochondria,1,0,0,0
7238,UQCRQ,O14949,Mitochondria,1,0,0,0
7239,URAD,A6NGE7,Peroxisome,1,0,0,0
7240,URB1,O60287,Nucleus,1,0,0,0
7241,URB2,Q14146,Nucleus,1,0,0,0
10483,URI1,O94763,Large Protein Complex,0,0,0,1
7242,URM1,Q9BTM9,Cytoplasm,1,0,0,0
7243,UROD,P06132,Cytoplasm,1,0,0,0
7244,USB1,Q9BQ65,Nucleus,1,0,0,0
7245,USE1,Q9NZ43,ER,1,0,0,0
7246,USF1,P22415,Nucleus,1,0,0,0
7247,USF2,Q15853,Nucleus,1,0,0,0
7248,USF3,Q68DE3,Nucleus,1,0,0,0
9703,USO1,O60763,Plasma membrane,0,0,0,1
7249,USP1,O94782,Nucleus,1,0,0,0
10484,USP10,Q14694,Large Protein Complex,0,0,0,1
10799,USP14,P54578,Large Protein Complex,0,0,0,1
11058,USP15,Q9Y4E8,Large Protein Complex,0,0,0,1
7250,USP16,Q9Y5T5,Nucleus,1,0,0,0
7251,USP19,O94966,ER,1,0,0,0
9784,USP19,O94966-7,Plasma membrane,0,0,0,1
7252,USP22,Q9UPT9,Nucleus,1,0,0,0
11198,USP24,Q9UPU5,Large Protein Complex,0,0,0,1
7253,USP26,Q9BXU7,Nucleus,1,0,0,0
7254,USP28,Q96RU2,Nucleus,1,0,0,0
7255,USP3,Q9Y6I4,Nucleus,1,0,0,0
7256,USP30,Q70CQ3,Mitochondria,1,0,0,0
7257,USP32,Q8NFA0,Golgi,1,0,0,0
9745,USP33,Q8TEY7,Plasma membrane,0,0,0,1
8537,USP36,Q9P275,Nucleus,0,1,0,0
7258,USP39,Q53GS9,Nucleus,1,0,0,0
8538,USP42,Q9H9J4,Nucleus,0,1,0,0
10485,USP43,Q70EL4,Large Protein Complex,0,0,0,1
7259,USP44,Q9H0E7,Nucleus,1,0,0,0
9453,USP46,P62068-2,Ergic/cisGolgi,0,0,0,1
7260,USP47,Q96K76,Cytoplasm,1,0,0,0
11351,USP47,Q96K76-4,Large Protein Complex,0,0,0,1
7261,USP49,Q70CQ1,Nucleus,1,0,0,0
11352,USP5,P45974,Large Protein Complex,0,0,0,1
7262,USP6NL,Q92738,Golgi,1,0,0,0
10486,USP7,Q93009,Large Protein Complex,0,0,0,1
9215,USP8,P40818,Endosome,0,0,0,1
10487,USP9X,Q93008,Large Protein Complex,0,0,0,1
7263,USP9Y,O00507,Cytoplasm,1,0,0,0
7264,USPL1,Q5W0Q7,Nucleus,1,0,0,0
7265,UST,Q9Y2C2,Golgi,1,0,0,0
7266,UTF1,Q5T230,Nucleus,1,0,0,0
7267,UTP11,Q9Y3A2,Nucleus,1,0,0,0
7268,UTP14A,Q9BVJ6,Nucleus,1,0,0,0
7269,UTP14C,Q5TAP6,Nucleus,1,0,0,0
7270,UTP15,Q8TED0,Nucleus,1,0,0,0
7271,UTP18,Q9Y5J1,Nucleus,1,0,0,0
7272,UTP20,O75691,Nucleus,1,0,0,0
7273,UTP23,Q9BRU9,Nucleus,1,0,0,0
7274,UTP3,Q9NQZ2,Nucleus,1,0,0,0
7275,UTP4,Q969X6,Nucleus,1,0,0,0
7276,UTP6,Q9NYH9,Nucleus,1,0,0,0
8131,UTRN,P46939,Actin binding proteins,0,1,0,0
9300,UTS2,O95399,ER,0,0,0,1
7277,UTS2R,Q9UKP6,Plasma membrane,1,0,0,0
7278,UTY,O14607,Nucleus,1,0,0,0
8192,UVRAG,Q9P2Y5,Endosome,0,1,0,0
7279,UXS1,Q8NBZ7,Golgi,1,0,0,0
10488,UXT,Q9UBK9,Large Protein Complex,0,0,0,1
7280,VAC14,Q08AM6,Endosome,1,0,0,0
9112,VAMP2,P63027,Endosome,0,0,1,0
9125,VAMP3,Q15836,Endosome,0,0,1,0
9121,VAMP4,O75379,Endosome,0,0,1,0
8193,VAMP7,P51809,Endosome,0,1,0,0
8194,VAMP8,Q9BV40,Endosome,0,1,0,0
7281,VANGL1,Q8TAA9,Plasma membrane,1,0,0,0
7282,VANGL2,Q9ULK5,Plasma membrane,1,0,0,0
8330,VAPA,Q9P0L0,ER-Membrane,0,1,0,0
9301,VAPA,Q9P0L0-2,ER,0,0,0,1
7283,VAPB,O95292,ER,1,0,0,0
7284,VARS2,Q5ST30,Mitochondria,1,0,0,0
7285,VARS2,P26640,Mitochondria,1,0,0,0
8723,VASN,Q6EMK4,Plasma membrane,0,1,0,0
10489,VASP,P50552,Large Protein Complex,0,0,0,1
10800,VAT1,Q99536,Large Protein Complex,0,0,0,1
7286,VAX1,Q5SQQ9,Nucleus,1,0,0,0
7287,VAX2,Q9UIW0,Nucleus,1,0,0,0
10801,VBP1,P61758,Large Protein Complex,0,0,0,1
9501,VCL,P18206,Golgi,0,0,0,1
9785,VCP,P55072,Plasma membrane,0,0,0,1
11059,VCPIP1,Q96JH7,Large Protein Complex,0,0,0,1
7288,VCPKMT,Q9H867,Cytoplasm,1,0,0,0
8437,VDAC1,P21796,Mitochondrion-OM,0,1,0,0
7289,VDAC2,P45880,Mitochondria,1,0,0,0
7290,VDAC3,Q9Y277,Mitochondria,1,0,0,0
7291,VENTX,O95231,Nucleus,1,0,0,0
7292,VEZF1,Q14119,Nucleus,1,0,0,0
