ComplexName,Reference,Organism
p18-p14-Mp1 complex,Q9CQ22,mouse
p18-p14-Mp1 complex,Q9JHS3,mouse
p19-Cdk4-cyclinD2 complex,P30280,mouse
p19-Cdk4-cyclinD2 complex,P30285,mouse
p19-Cdk4-cyclinD2 complex,Q60773,mouse
p19-Cdk4 complex,P30285,mouse
p19-Cdk4 complex,Q60773,mouse
p19-Cdk6 complex,Q60773,mouse
p19-Cdk6 complex,Q64261,mouse
P300\u2013Clock\u2013Bmal1 complex,B2RWS6,mouse
P300\u2013Clock\u2013Bmal1 complex,O08785,mouse
P300\u2013Clock\u2013Bmal1 complex,Q9WTL8,mouse
p50-p65 NF(kappa)B-SRC1 complex,P25799,mouse
p50-p65 NF(kappa)B-SRC1 complex,P70365,mouse
p50-p65 NF(kappa)B-SRC1 complex,Q04207,mouse
"p50-p65 Nf(kappa)B complex, Il-1-beta induced",P25799,mouse
"p50-p65 Nf(kappa)B complex, Il-1-beta induced",Q04207,mouse
"p53-Bcl-xL complex, DNA-damage induced",P02340,mouse
"p53-Bcl-xL complex, DNA-damage induced",Q64373,mouse
p56(Lck)-CAML complex,P06240,mouse
p56(Lck)-CAML complex,P49070,mouse
p65-IkappaBalpha-beta-arrestin-iNOS complex,Q04207,mouse
p65-IkappaBalpha-beta-arrestin-iNOS complex,Q06518,mouse
p65-IkappaBalpha-beta-arrestin-iNOS complex,Q91YI4,mouse
p65-IkappaBalpha-beta-arrestin-iNOS complex,Q9Z1E3,mouse
p68RacGap-Vezf1 complex,Q5SXC4,mouse
p68RacGap-Vezf1 complex,Q8BL80,mouse
p85alpha-SHP2-Gab2 complex,P35235,mouse
p85alpha-SHP2-Gab2 complex,P70305,mouse
p85alpha-SHP2-Gab2 complex,Q9Z1S8,mouse
PAI-1-uPA-uPAR-LRP complex,P06869,mouse
PAI-1-uPA-uPAR-LRP complex,P22777,mouse
PAI-1-uPA-uPAR-LRP complex,P35456,mouse
PAI-1-uPA-uPAR-LRP complex,Q91ZX7,mouse
Pallidin-Mu complex,Q8R015,mouse
Pallidin-Mu complex,Q9R0C0,mouse
Par-3-p75NTR complex,Q99NH2,mouse
Par-3-p75NTR complex,Q9Z0W1,mouse
"PAR-3-VE-cadherin complex, endothelial",P55284,mouse
"PAR-3-VE-cadherin complex, endothelial",Q99NH2,mouse
Par3-Prkcz-Tiam1 complex,Q02956,mouse
Par3-Prkcz-Tiam1 complex,Q60610,mouse
Par3-Prkcz-Tiam1 complex,Q99NH2,mouse
PARK2-EPS15-EGFR complex,P42567,mouse
PARK2-EPS15-EGFR complex,Q01279,mouse
PARK2-EPS15-EGFR complex,Q9WVS6,mouse
Parvulin-associated pre-rRNP complex,O09167,mouse
Parvulin-associated pre-rRNP complex,O43143,mouse
Parvulin-associated pre-rRNP complex,O76021,mouse
Parvulin-associated pre-rRNP complex,O95995,mouse
Parvulin-associated pre-rRNP complex,P09405,mouse
Parvulin-associated pre-rRNP complex,P11276,mouse
Parvulin-associated pre-rRNP complex,P12970,mouse
Parvulin-associated pre-rRNP complex,P14148,mouse
Parvulin-associated pre-rRNP complex,P14869,mouse
Parvulin-associated pre-rRNP complex,P19253,mouse
Parvulin-associated pre-rRNP complex,P21127,mouse
Parvulin-associated pre-rRNP complex,P27635,mouse
Parvulin-associated pre-rRNP complex,P27659,mouse
Parvulin-associated pre-rRNP complex,P35550,mouse
Parvulin-associated pre-rRNP complex,P35980,mouse
Parvulin-associated pre-rRNP complex,P46781,mouse
Parvulin-associated pre-rRNP complex,P47911,mouse
Parvulin-associated pre-rRNP complex,P47962,mouse
Parvulin-associated pre-rRNP complex,P47963,mouse
Parvulin-associated pre-rRNP complex,P53569,mouse
Parvulin-associated pre-rRNP complex,P56183,mouse
Parvulin-associated pre-rRNP complex,P61255,mouse
Parvulin-associated pre-rRNP complex,P62242,mouse
Parvulin-associated pre-rRNP complex,P62702,mouse
Parvulin-associated pre-rRNP complex,P62717,mouse
Parvulin-associated pre-rRNP complex,P62754,mouse
Parvulin-associated pre-rRNP complex,P62906,mouse
Parvulin-associated pre-rRNP complex,P62908,mouse
Parvulin-associated pre-rRNP complex,P62918,mouse
Parvulin-associated pre-rRNP complex,P68363,mouse
Parvulin-associated pre-rRNP complex,P84099,mouse
Parvulin-associated pre-rRNP complex,P97351,mouse
Parvulin-associated pre-rRNP complex,P97452,mouse
Parvulin-associated pre-rRNP complex,P99024,mouse
Parvulin-associated pre-rRNP complex,Q61656,mouse
Parvulin-associated pre-rRNP complex,Q6DFW4,mouse
Parvulin-associated pre-rRNP complex,Q7TPV4,mouse
Parvulin-associated pre-rRNP complex,Q8K363,mouse
Parvulin-associated pre-rRNP complex,Q91VE6,mouse
Parvulin-associated pre-rRNP complex,Q921N6,mouse
Parvulin-associated pre-rRNP complex,Q922K7,mouse
Parvulin-associated pre-rRNP complex,Q99LH1,mouse
Parvulin-associated pre-rRNP complex,Q99ME9,mouse
Parvulin-associated pre-rRNP complex,Q9BWT6,mouse
Parvulin-associated pre-rRNP complex,Q9CR57,mouse
Parvulin-associated pre-rRNP complex,Q9CYH6,mouse
Parvulin-associated pre-rRNP complex,Q9CZM2,mouse
Parvulin-associated pre-rRNP complex,Q9D0I8,mouse
Parvulin-associated pre-rRNP complex,Q9D0R4,mouse
Parvulin-associated pre-rRNP complex,Q9D6Z1,mouse
Parvulin-associated pre-rRNP complex,Q9D8E6,mouse
Parvulin-associated pre-rRNP complex,Q9D8N0,mouse
Parvulin-associated pre-rRNP complex,Q9D903,mouse
Parvulin-associated pre-rRNP complex,Q9DBE9,mouse
Parvulin-associated pre-rRNP complex,Q9EQ61,mouse
Parvulin-associated pre-rRNP complex,Q9ESV0,mouse
Parvulin-associated pre-rRNP complex,Q9JIK5,mouse
Parvulin-associated pre-rRNP complex,Q9JJ80,mouse
Parvulin-associated pre-rRNP complex,Q9JJA4,mouse
Parvulin-associated pre-rRNP complex,Q9NW13,mouse
Parvulin-associated pre-rRNP complex,Q9ULW0,mouse
Parvulin-associated pre-rRNP complex,Q9Y237,mouse
Pax3-Lef1-Tle4 complex,P24610,mouse
Pax3-Lef1-Tle4 complex,P27782,mouse
Pax3-Lef1-Tle4 complex,Q62441,mouse
Pax7-HMT complex,O08550,mouse
Pax7-HMT complex,P47239,mouse
Pax7-HMT complex,P61965,mouse
Pax7-HMT complex,Q91X20,mouse
Pcdha7-Pcdhga1 complex,Q91XZ0,mouse
Pcdha7-Pcdhga1 complex,Q91Y13,mouse
Pcdha7-Pcdhga3 complex,Q91XY5,mouse
Pcdha7-Pcdhga3 complex,Q91Y13,mouse
Pcdha7-Pcdhgb2 complex,Q91XX7,mouse
Pcdha7-Pcdhgb2 complex,Q91Y13,mouse
Pcdha7-Pcdhgb4 complex,Q91XX6,mouse
Pcdha7-Pcdhgb4 complex,Q91Y13,mouse
Pcdhga1-Pcdha4 complex,O88689,mouse
Pcdhga1-Pcdha4 complex,Q91XZ0,mouse
Pcdhga1-Pcdhga3 complex,O88689,mouse
Pcdhga1-Pcdhga3 complex,Q91XY5,mouse
Pcdhga1-Pcdhgb2 complex,O88689,mouse
Pcdhga1-Pcdhgb2 complex,Q91XX7,mouse
Pcdhga1-Pcdhgb4 complex,O88689,mouse
Pcdhga1-Pcdhgb4 complex,Q91XX6,mouse
PCNA-DNA ligase complex,O35654,mouse
PCNA-DNA ligase complex,P17918,mouse
PCNA-DNA ligase complex,P37913,mouse
PCNA-DNA ligase complex,Q9EQ28,mouse
Pcna-DNA polymerase delta complex,O35654,mouse
Pcna-DNA polymerase delta complex,P17918,mouse
Pcna-DNA polymerase delta complex,P52431,mouse
Pcna-DNA polymerase delta complex,Q9CWP8,mouse
Pcna-DNA polymerase delta complex,Q9EQ28,mouse
Pcna-Msh2-Msh6 complex,P17918,mouse
Pcna-Msh2-Msh6 complex,P43247,mouse
Pcna-Msh2-Msh6 complex,P54276,mouse
PDZK1-NaPiIIa-MAP17 complex,Q60825,mouse
PDZK1-NaPiIIa-MAP17 complex,Q9CQH0,mouse
PDZK1-NaPiIIa-MAP17 complex,Q9JIL4,mouse
Periaxin complex,A2AMT1,mouse
Periaxin complex,E9Q616,mouse
Periaxin complex,O55103,mouse
Periaxin complex,P20152,mouse
Periaxin complex,P26040,mouse
Periaxin complex,Q68FG2,mouse
Periaxin complex,Q6NVD9,mouse
Periaxin complex,Q810U4,mouse
Periaxin complex,Q8C8R3,mouse
Periaxin complex,Q9QXS1,mouse
PET (PIWI-EXD1-Tdrd12) complex,Q8CDF7,mouse
PET (PIWI-EXD1-Tdrd12) complex,Q8CDG1,mouse
PET (PIWI-EXD1-Tdrd12) complex,Q9CWU0,mouse
PHB-ANX2-CD36 complex,P07356,mouse
PHB-ANX2-CD36 complex,P67778,mouse
PHB-ANX2-CD36 complex,Q08857,mouse
Pik3r5-Pik3cg complex,Q5SW28,mouse
Pik3r5-Pik3cg complex,Q9JHG7,mouse
Pik3r6-Pik3cg complex,Q3U6Q4,mouse
Pik3r6-Pik3cg complex,Q9JHG7,mouse
PIP complex,O55222,mouse
PIP complex,Q99JW4,mouse
PIP complex,Q9EPC1,mouse
PKA RIbeta holoenzyme,P05132,mouse
PKA RIbeta holoenzyme,P12849,mouse
Pkd2-Fpc-Kif3b complex,O35245,mouse
Pkd2-Fpc-Kif3b complex,Q61771,mouse
Pkd2-Fpc-Kif3b complex,Q8CIS7,mouse
Pkd2-Pkhd1 complex,E9PZ36,mouse
Pkd2-Pkhd1 complex,O35245,mouse
"PLC-gamma-1-Lab-Blnk complex, BCR stimulated",Q62077,mouse
"PLC-gamma-1-Lab-Blnk complex, BCR stimulated",Q9JHL0,mouse
"PLC-gamma-1-Lab-Blnk complex, BCR stimulated",Q9QUN3,mouse
"PLC-gamma-2-Lab-Blnk complex, BCR stimulated",Q8CIH5,mouse
"PLC-gamma-2-Lab-Blnk complex, BCR stimulated",Q9JHL0,mouse
"PLC-gamma-2-Lab-Blnk complex, BCR stimulated",Q9QUN3,mouse
PlexinA1-PlexinB1 complex,P70206,mouse
PlexinA1-PlexinB1 complex,Q8CJH3,mouse
Plp1-Zfyve27 complex,P60202,mouse
Plp1-Zfyve27 complex,Q3TXX3,mouse
PMCA1-alpha-1-syntrophin-NOS-1 complex,G5E829,mouse
PMCA1-alpha-1-syntrophin-NOS-1 complex,Q61234,mouse
PMCA1-alpha-1-syntrophin-NOS-1 complex,Q9Z0J4,mouse
PMCA4-alpha-1-syntrophin-NOS-1 complex,Q61234,mouse
PMCA4-alpha-1-syntrophin-NOS-1 complex,Q6Q477,mouse
PMCA4-alpha-1-syntrophin-NOS-1 complex,Q9Z0J4,mouse
Polycomb repressive complex 1,P23798,mouse
Polycomb repressive complex 1,P25916,mouse
Polycomb repressive complex 1,P30658,mouse
Polycomb repressive complex 1,Q64028,mouse
Prnp homodimer complex,P04925,mouse
Profilin 1 complex,P62962,mouse
Profilin 1 complex,P63017,mouse
Profilin 1 complex,P63260,mouse
Profilin 1 complex,Q01853,mouse
Profilin 1 complex,Q68FD5,mouse
Profilin 1 complex,Q9CWF2,mouse
Profilin 2 complex,O88935,mouse
Profilin 2 complex,P28660,mouse
Profilin 2 complex,P39053,mouse
Profilin 2 complex,P60710,mouse
Profilin 2 complex,P63017,mouse
Profilin 2 complex,P70336,mouse
Profilin 2 complex,Q64332,mouse
Profilin 2 complex,Q7TMB8,mouse
Profilin 2 complex,Q9JJV2,mouse
Protein kinase A II alpha homodimer complex,P12367,mouse
Psd-Actn1 complex,Q5DTT2,mouse
Psd-Actn1 complex,Q7TPR4,mouse
"PTF1 complex (Ptf1a, Tcf12, Rbpj)",P31266,mouse
"PTF1 complex (Ptf1a, Tcf12, Rbpj)",Q61286,mouse
"PTF1 complex (Ptf1a, Tcf12, Rbpj)",Q9QX98,mouse
Ptpra homodimer complex,P18052,mouse
PU.1-associated protein complex,P09405,mouse
PU.1-associated protein complex,P17433,mouse
PU.1-associated protein complex,P31809,mouse
PU.1-associated protein complex,P70696,mouse
PU.1-associated protein complex,Q9Z2D6,mouse
PU.1-Sin3A-Hdac-MeCP2 complex,O09106,mouse
PU.1-Sin3A-Hdac-MeCP2 complex,P17433,mouse
PU.1-Sin3A-Hdac-MeCP2 complex,Q60520,mouse
PU.1-Sin3A-Hdac-MeCP2 complex,Q9Z2D6,mouse
"PUMA-Bcl-xL complex, DNA-damage induced",Q64373,mouse
"PUMA-Bcl-xL complex, DNA-damage induced",Q99ML1,mouse
PYR complex,O54941,mouse
PYR complex,O54941,mouse
PYR complex,P60710,mouse
PYR complex,Q61466,mouse
PYR complex,P63158,mouse
PYR complex,Q6PDG5,mouse
PYR complex,P70288,mouse
PYR complex,Q9Z0H3,mouse
PYR complex,P97496,mouse
PYR complex,Q03267,mouse
PYR complex,Q60973,mouse
PYR complex,Q61466,mouse
PYR complex,Q6PDG5,mouse
PYR complex,Q6PDQ2,mouse
PYR complex,Q9Z0H3,mouse
PYR complex,Q9Z2N8,mouse
Rab11Fip2-Ap2a complex,P17426,mouse
Rab11Fip2-Ap2a complex,Q3U366,mouse
Rab27a-Mlph-Myo5a complex,Q91V27,mouse
Rab27a-Mlph-Myo5a complex,Q99104,mouse
Rab27a-Mlph-Myo5a complex,Q9ERI2,mouse
Rab27a-Sytl5 complex,Q80T23,mouse
Rab27a-Sytl5 complex,Q9ERI2,mouse
Rab3a-Rims2-Rapgef4 complex,P63011,mouse
Rab3a-Rims2-Rapgef4 complex,Q9EQZ6,mouse
Rab3a-Rims2-Rapgef4 complex,Q9EQZ7,mouse
RAD51-DMC1 complex,Q08297,mouse
RAD51-DMC1 complex,Q61880,mouse
"Raf1-PP2A core enzyme complex (Ppp2r1a, Ppp2ca), untreated",P63330,mouse
"Raf1-PP2A core enzyme complex (Ppp2r1a, Ppp2ca), untreated",Q76MZ3,mouse
"Raf1-PP2A core enzyme complex (Ppp2r1a, Ppp2ca), untreated",Q99N57,mouse
"Raf1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated",P63330,mouse
"Raf1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated",Q6ZWR4,mouse
"Raf1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated",Q76MZ3,mouse
"Raf1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated",Q99N57,mouse
"RAF1 complex (Pin1, Raf1, Ppp2cb, Ppp2r1a, Ppp2r2a)",P62715,mouse
"RAF1 complex (Pin1, Raf1, Ppp2cb, Ppp2r1a, Ppp2r2a)",Q6P1F6,mouse
"RAF1 complex (Pin1, Raf1, Ppp2cb, Ppp2r1a, Ppp2r2a)",Q76MZ3,mouse
"RAF1 complex (Pin1, Raf1, Ppp2cb, Ppp2r1a, Ppp2r2a)",Q99N57,mouse
"RAF1 complex (Pin1, Raf1, Ppp2cb, Ppp2r1a, Ppp2r2a)",Q9QUR7,mouse
Rag1-Rag2-Ku70-Ku80 protein-DNA complex,P15919,mouse
Rag1-Rag2-Ku70-Ku80 protein-DNA complex,P21784,mouse
Rag1-Rag2-Ku70-Ku80 protein-DNA complex,P23475,mouse
Rag1-Rag2-Ku70-Ku80 protein-DNA complex,P27641,mouse
Rag1-Rag2-Ku70-Ku80 protein-DNA complex,P63158,mouse
Rag1-Rag2 protein-DNA complex,P15919,mouse
Rag1-Rag2 protein-DNA complex,P21784,mouse
Ragulator-AXIN/LKB1-AMPK complex,O35625,mouse
Ragulator-AXIN/LKB1-AMPK complex,O54950,mouse
Ragulator-AXIN/LKB1-AMPK complex,O88653,mouse
Ragulator-AXIN/LKB1-AMPK complex,Q5EG47,mouse
Ragulator-AXIN/LKB1-AMPK complex,Q8CF66,mouse
Ragulator-AXIN/LKB1-AMPK complex,Q9CQ22,mouse
Ragulator-AXIN/LKB1-AMPK complex,Q9D1L9,mouse
Ragulator-AXIN/LKB1-AMPK complex,Q9JHS3,mouse
Ragulator-AXIN/LKB1-AMPK complex,Q9R078,mouse
Ragulator-AXIN/LKB1-AMPK complex,Q9WTK7,mouse
Rb-NeuroD1-Ngfi-B complex,P12813,mouse
Rb-NeuroD1-Ngfi-B complex,Q60867,mouse
Rb-NeuroD1-Ngfi-B complex,Q64701,mouse
Rb1-Runx2 complex,P13405,mouse
Rb1-Runx2 complex,Q08775,mouse
RbpJ-Notch1-Maml1 complex,P31266,mouse
RbpJ-Notch1-Maml1 complex,Q01705,mouse
RbpJ-Notch1-Maml1 complex,Q6T264,mouse
Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1,P62878,mouse
Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1,Q8BIA4,mouse
Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1,Q8VE73,mouse
Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1,Q9WTX5,mouse
Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1,Q9WTX6,mouse
"Respiratory chain complex I, mitochondrial",O09111,mouse
"Respiratory chain complex I, mitochondrial",O09111,mouse
"Respiratory chain complex I, mitochondrial",P03888,mouse
"Respiratory chain complex I, mitochondrial",O35683,mouse
"Respiratory chain complex I, mitochondrial",P03911,mouse
"Respiratory chain complex I, mitochondrial",P03888,mouse
"Respiratory chain complex I, mitochondrial",P52503,mouse
"Respiratory chain complex I, mitochondrial",P03899,mouse
"Respiratory chain complex I, mitochondrial",Q3UIU2,mouse
"Respiratory chain complex I, mitochondrial",P03911,mouse
"Respiratory chain complex I, mitochondrial",Q62425,mouse
"Respiratory chain complex I, mitochondrial",P52503,mouse
"Respiratory chain complex I, mitochondrial",Q7TMF3,mouse
"Respiratory chain complex I, mitochondrial",Q3UIU2,mouse
"Respiratory chain complex I, mitochondrial",Q8K3J1,mouse
"Respiratory chain complex I, mitochondrial",Q62425,mouse
"Respiratory chain complex I, mitochondrial",Q91VD9,mouse
"Respiratory chain complex I, mitochondrial",Q7TMF3,mouse
"Respiratory chain complex I, mitochondrial",Q91WD5,mouse
"Respiratory chain complex I, mitochondrial",Q8K3J1,mouse
"Respiratory chain complex I, mitochondrial",Q91WP8,mouse
"Respiratory chain complex I, mitochondrial",Q91VD9,mouse
"Respiratory chain complex I, mitochondrial",Q91YT0,mouse
"Respiratory chain complex I, mitochondrial",Q91WD5,mouse
"Respiratory chain complex I, mitochondrial",Q99LC3,mouse
"Respiratory chain complex I, mitochondrial",Q91WP8,mouse
"Respiratory chain complex I, mitochondrial",Q99LY9,mouse
"Respiratory chain complex I, mitochondrial",Q91YT0,mouse
"Respiratory chain complex I, mitochondrial",Q9CPP6,mouse
"Respiratory chain complex I, mitochondrial",Q99LC3,mouse
"Respiratory chain complex I, mitochondrial",Q9CQ54,mouse
"Respiratory chain complex I, mitochondrial",Q99LY9,mouse
"Respiratory chain complex I, mitochondrial",Q9CQ75,mouse
"Respiratory chain complex I, mitochondrial",Q9CPP6,mouse
"Respiratory chain complex I, mitochondrial",Q9CQ91,mouse
"Respiratory chain complex I, mitochondrial",Q9CPU2,mouse
"Respiratory chain complex I, mitochondrial",Q9CQC7,mouse
"Respiratory chain complex I, mitochondrial",Q9CQ54,mouse
"Respiratory chain complex I, mitochondrial",Q9CQH3,mouse
"Respiratory chain complex I, mitochondrial",Q9CQ75,mouse
"Respiratory chain complex I, mitochondrial",Q9CQJ8,mouse
"Respiratory chain complex I, mitochondrial",Q9CQ91,mouse
"Respiratory chain complex I, mitochondrial",Q9CQZ5,mouse
"Respiratory chain complex I, mitochondrial",Q9CQC7,mouse
"Respiratory chain complex I, mitochondrial",Q9CQZ6,mouse
"Respiratory chain complex I, mitochondrial",Q9CQH3,mouse
"Respiratory chain complex I, mitochondrial",Q9CR21,mouse
"Respiratory chain complex I, mitochondrial",Q9CQJ8,mouse
"Respiratory chain complex I, mitochondrial",Q9CR61,mouse
"Respiratory chain complex I, mitochondrial",Q9CQZ5,mouse
"Respiratory chain complex I, mitochondrial",Q9CXZ1,mouse
"Respiratory chain complex I, mitochondrial",Q9CQZ6,mouse
"Respiratory chain complex I, mitochondrial",Q9D6J5,mouse
"Respiratory chain complex I, mitochondrial",Q9CR21,mouse
"Respiratory chain complex I, mitochondrial",Q9D6J6,mouse
"Respiratory chain complex I, mitochondrial",Q9CR61,mouse
"Respiratory chain complex I, mitochondrial",Q9DC69,mouse
"Respiratory chain complex I, mitochondrial",Q9CXZ1,mouse
"Respiratory chain complex I, mitochondrial",Q9DC70,mouse
"Respiratory chain complex I, mitochondrial",Q9D6J5,mouse
"Respiratory chain complex I, mitochondrial",Q9DCJ5,mouse
"Respiratory chain complex I, mitochondrial",Q9D6J6,mouse
"Respiratory chain complex I, mitochondrial",Q9DCS9,mouse
"Respiratory chain complex I, mitochondrial",Q9D8B4,mouse
"Respiratory chain complex I, mitochondrial",Q9DCT2,mouse
"Respiratory chain complex I, mitochondrial",Q9DC69,mouse
"Respiratory chain complex I, mitochondrial",Q9ERS2,mouse
"Respiratory chain complex I, mitochondrial",Q9DC70,mouse
"Respiratory chain complex I, mitochondrial",Q9MD59,mouse
"Respiratory chain complex I, mitochondrial",Q9DCJ5,mouse
"Respiratory chain complex I, mitochondrial",Q9MD82,mouse
"Respiratory chain complex I, mitochondrial",Q9DCS9,mouse
"Respiratory chain complex I, mitochondrial",Q9Z1P6,mouse
"Respiratory chain complex I, mitochondrial",Q9DCT2,mouse
"Respiratory chain complex I, mitochondrial",Q9ERS2,mouse
"Respiratory chain complex I, mitochondrial",Q9MD82,mouse
"Respiratory chain complex I, mitochondrial",Q9Z1P6,mouse
Ret-Gfra1-Gdnf complex,P35546,mouse
Ret-Gfra1-Gdnf complex,P48540,mouse
Ret-Gfra1-Gdnf complex,P97785,mouse
Retn homohexamer  complex,Q99P87,mouse
Retn homotrimer  complex,Q99P87,mouse
Ripk2-Nod2 complex,P58801,mouse
Ripk2-Nod2 complex,Q8K3Z0,mouse
Ror1-Ror2 complex,Q9Z138,mouse
Ror1-Ror2 complex,Q9Z139,mouse
RPA-MSH4-BLM complex,O88700,mouse
RPA-MSH4-BLM complex,Q62193,mouse
RPA-MSH4-BLM complex,Q8VEE4,mouse
RPA-MSH4-BLM complex,Q99MT2,mouse
RPA-MSH4-BLM complex,Q9CQ71,mouse
Rpa2-Rrn3 complex,B2RS91,mouse
Rpa2-Rrn3 complex,Q62193,mouse
Rtn1-Zfyve27 complex,Q3TXX3,mouse
Rtn1-Zfyve27 complex,Q8K0T0,mouse
Rtn3-Zfyve27 complex,Q3TXX3,mouse
Rtn3-Zfyve27 complex,Q9ES97,mouse
Rtn4-Zfyve27 complex,Q3TXX3,mouse
Rtn4-Zfyve27 complex,Q99P72,mouse
Ryk-Wnt1-Fzd8 complex,P04426,mouse
Ryk-Wnt1-Fzd8 complex,Q01887,mouse
Ryk-Wnt1-Fzd8 complex,Q61091,mouse
S100A10-annexin 2 complex,P07356,mouse
S100A10-annexin 2 complex,P08207,mouse
S4-synectin-RhoGDI1 complex,P84096,mouse
S4-synectin-RhoGDI1 complex,Q3U5S6,mouse
S4-synectin-RhoGDI1 complex,Q9Z0G0,mouse
Sarcoglycan-sarcospan-complex SG-SPN,P82347,mouse
Sarcoglycan-sarcospan-complex SG-SPN,P82348,mouse
Sarcoglycan-sarcospan-complex SG-SPN,P82349,mouse
Sarcoglycan-sarcospan-complex SG-SPN,P82350,mouse
Sarcoglycan-sarcospan-complex SG-SPN,Q62147,mouse
Sarcoglycan-sarcospan-dystroglycan complex,P82347,mouse
Sarcoglycan-sarcospan-dystroglycan complex,P82348,mouse
Sarcoglycan-sarcospan-dystroglycan complex,P82349,mouse
Sarcoglycan-sarcospan-dystroglycan complex,P82350,mouse
Sarcoglycan-sarcospan-dystroglycan complex,Q62147,mouse
Sarcoglycan-sarcospan-dystroglycan complex,Q62165,mouse
Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex,P82347,mouse
Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex,P82348,mouse
Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex,P82349,mouse
Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex,P82350,mouse
Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex,Q61234,mouse
Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex,Q62147,mouse
Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex,Q99L88,mouse
Sarcoglycan-sarcospan-syntrophin-dystrobrevin complex,Q9D2N4,mouse
Scrib-APC-beta-catenin complex,Q02248,mouse
Scrib-APC-beta-catenin complex,Q61315,mouse
Scrib-APC-beta-catenin complex,Q80U72,mouse
Scrib-Git1-Arhgef7 complex,Q68FF6,mouse
Scrib-Git1-Arhgef7 complex,Q80U72,mouse
Scrib-Git1-Arhgef7 complex,Q9ES28,mouse
Sdc2-Ephb2 complex,P43407,mouse
Sdc2-Ephb2 complex,P54763,mouse
Sec61alpha-CollagenIV-Hsp47 complex,P02463,mouse
Sec61alpha-CollagenIV-Hsp47 complex,P19324,mouse
Sec61alpha-CollagenIV-Hsp47 complex,P61620,mouse
Sema3E-PlexinD1-Nrp1 complex,P70275,mouse
Sema3E-PlexinD1-Nrp1 complex,P97333,mouse
Sema3E-PlexinD1-Nrp1 complex,Q3UH93,mouse
Sema3E-PlexinD1 complex,P70275,mouse
Sema3E-PlexinD1 complex,Q3UH93,mouse
Sgk3 homodimer complex,Q9ERE3,mouse
Sh3kbp1-Cblb-Egfr complex,Q01279,mouse
Sh3kbp1-Cblb-Egfr complex,Q3TTA7,mouse
Sh3kbp1-Cblb-Egfr complex,Q8R550,mouse
Sh3kbp1-Cblb-Pdgfrb complex,P05622,mouse
Sh3kbp1-Cblb-Pdgfrb complex,Q3TTA7,mouse
Sh3kbp1-Cblb-Pdgfrb complex,Q8R550,mouse
"Shc-Grb2-mSos1 complex, EGF stimulated",P98083,mouse
"Shc-Grb2-mSos1 complex, EGF stimulated",Q2M4G6,mouse
"Shc-Grb2-mSos1 complex, EGF stimulated",Q60631,mouse
"Shc-Ship-Grb2 complex, IL-3-stimulated",P98083,mouse
"Shc-Ship-Grb2 complex, IL-3-stimulated",Q60631,mouse
"Shc-Ship-Grb2 complex, IL-3-stimulated",Q9ES52,mouse
"Ship-Shc complex, IL-3-stimulated",P98083,mouse
"Ship-Shc complex, IL-3-stimulated",Q9ES52,mouse
Ship1-Hdac1-Hspa2-Kctd19 complex,O09106,mouse
Ship1-Hdac1-Hspa2-Kctd19 complex,P17156,mouse
Ship1-Hdac1-Hspa2-Kctd19 complex,Q562E2,mouse
Ship1-Hdac1-Hspa2-Kctd19 complex,Q9ES52,mouse
"Shp2-Sos complex, FGF stimulated",P35235,mouse
"Shp2-Sos complex, FGF stimulated",Q62245,mouse
Sin3-Hdac1-Sds3 complex,O09106,mouse
Sin3-Hdac1-Sds3 complex,Q62141,mouse
Sin3-Hdac1-Sds3 complex,Q8BR65,mouse
"SIRT1-HNF4-alpha-PGC-1-alpha complex, in response to fasting",O70343,mouse
"SIRT1-HNF4-alpha-PGC-1-alpha complex, in response to fasting",P49698,mouse
"SIRT1-HNF4-alpha-PGC-1-alpha complex, in response to fasting",Q923E4,mouse
"Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma",O70258,mouse
"Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma",P82348,mouse
"Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma",P82349,mouse
"Skeletal muscle sarcoglycan complex SGC, alpha-beta-epsilon-gamma",P82350,mouse
"Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta",P82347,mouse
"Skeletal muscle sarcoglycan complex SGC, alpha-beta-gamma-delta",P82348,mouse
